URL,name,title,owner_org,public_site,Owner ,notes,location,region,latitude,longitude,site_type,status,,,,ckan_version,extensions,contact_email,tag_string,language,num_datasets,num_organizations,num_groups,is_featured,topic_id
https://publications.aberdeenshire.gov.uk,publicationsaberdeenshiregovuk,Publications - Aberdeenshire Council,Aberdeenshire Council,open,Local government,,,GB,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",EN,,,,,
http://116.203.208.239,sthelenadataportal,Government of St. Helena data portal,Government of St. Helena,open,Local government,,,GB,dataset,,Open data portal,active,active,TRUE,,,,https://www.sainthelena.gov.sh,"government,has_api",EN,,,,,
https://www.opendatani.gov.uk,wwwopendatanigovuk,Open Data NI,Digital NI,open,Central government,,,GB,dataset,,Open data portal,deprecated,active,TRUE,,,,https://www.gov.uk,"government,has_api",EN,,,,,
https://data.aberdeencity.gov.uk,dataaberdeencitygovuk,Open Data Aberdeen,,open,Local government,,,GB,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",EN,,,,,
https://data.pkc.gov.uk,datapkcgovuk,Perth and Kinross - Open Data,Perth and Kinross,open,Local government,,,GB,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",EN,,,,,
https://find.researchdata.scot,findresearchdatascot,Research Data Scotland data catalog,Research Data Scotland,open,Academy,,,GB,dataset,,Open data portal,active,active,TRUE,,,,https://www.researchdata.scot,"government,has_api",EN,,,,,
https://opendata.angus.gov.uk,opendataangusgovuk,Angus Open Data Hub,Angus Council,open,Local government,,,GB,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",EN,,,,,
https://dataportal.gov.tc,dataportalgovtc,Turks and Caicos Data Portal,,open,Central government,,,GB,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",EN,,,,,
https://opendata.datahub.io,opendatadatahubio,Datopian Open Data,Datopian,open,Business,,,GB,dataset,,Open data portal,active,active,TRUE,,,,https://www.datopian.com,"government,has_api",EN,,,,,
https://geodata.gov.gr,geodatagovgr,GEODATA.gov.gr,IMIS/Athena RC,open,Central government,,,GR,dataset,,Open data portal,active,active,TRUE,,,,http://www.imis.athena-innovation.gr,"government,has_api",EL,,,,,
http://www.opendatacorfu.gr,opendatacorfu,Open Data Corfu,Municipality of Corfu,open,Local government,,,GR,dataset,,Open data portal,active,active,TRUE,,,,https://corfu.gr,"government,has_api",EL,,,,,
https://repository.data.gov.gr,repository.datagovgr,Data.gov.gr,Greece Ministry of digital,open,Central government,,,GR,dataset,,Open data portal,active,active,TRUE,,,,https://mindigital.gr,"government,has_api",EL,,,,,
https://datosabiertos.mineduc.gob.gt,datosabiertosmineducgobgt,Portal de Datos Abiertos del Ministerio de Educación de Guatemala,del Ministerio de Educación de Guatemala,open,Central government,,,GT,dataset,,Open data portal,deprecated,active,TRUE,,,,https://mineduc.gob.gt,"government,has_api",ES,,,,,
https://datos.minfin.gob.gt,datosminfingobgt,Datos Abiertos Ministerio de Finanzas Públicas Guatemala,Ministerio de Finanzas Públicas,open,Central government,,,GT,dataset,,Open data portal,uncertain,active,TRUE,,,,https://www.minfin.gob.gt,"government,has_api",ES,,,,,
https://data.gov.hk,datagovhk,DATA.GOV.HK,"Office of the Government Chief Information Officer, Hong Kong",open,Central government,,,HK,dataset,,Open data portal,uncertain,active,TRUE,,,,https://www.ogcio.gov.hk/en/,"government,has_api",EN,,,,,
https://data.gov.hr,datagovhr,Croatia Open Data Portal,Government of the Republic of Croatia,open,Central government,,,HR,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",EN,,,,,
https://ckan.jombangkab.go.id,ckanjombangkabgoid,Open Data Jombang,Jombang Regency,open,Regional government,,,ID,dataset,,Open data portal,active,active,TRUE,,,,http://www.jombangkab.go.id,"government,has_api",ID,,,,,
https://data.balikpapan.go.id,databalikpapangoid,Satu Data Balikpapan,Balikpapan City,open,Local government,,,ID,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",ID,,,,,
https://data.cilacapkab.go.id,datacilacapkabgoid,Portal Data Terpadu Kabupaten Cilacap,Cilacap Regency,open,Local government,,,ID,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",ID,,,,,
https://data.halmaherautarakab.go.id,datahalmaherautarakabgoid,SATUDATA Halmahera Utara,North Halmahera Regency,open,Regional government,,,ID,dataset,,Open data portal,active,active,TRUE,,,,https://www.halmaherautarakab.go.id/,"government,has_api",EN,,,,,
https://data.mempawahkab.go.id,datamempawahkabgoid,Bank Oneda Mempawah,Mempawah Regency,open,Local government,,,ID,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",EN,,,,,
https://data.pemalangkab.go.id,datapemalangkabgoid,Open Data Kabupaten Pemalang,Pemalang Regency,open,Local government,,,ID,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",ID,,,,,
https://data.pontianakkota.go.id,datapontianakkotagoid,SATU DATA KOTA PONTIANAK,,open,Government,,,ID,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",EN,,,,,
https://data.wonogirikab.go.id,datawonogirikabgoid,PORTAL DATA KABUPATEN WONOGIRI,Wonogiri Regency,open,Local government,,,ID,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",EN,,,,,
https://katalog.data.go.id,katalogdatagoid,Portal Satu Data Indonesia,,open,Central government,,,ID,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",ID,,,,,
http://opendata.semarangkota.go.id,opendatasemarangkotagoid,Portal Satu Data Indonesia Tingkat Kota Semarang,PEMERINTAH KOTA SEMARANG,open,Local government,,,ID,dataset,,Open data portal,active,active,TRUE,,,,https://semarangkota.go.id,"government,has_api",EN,,,,,
https://data.ehealthireland.ie,dataehealthirelandie,Ireland Health Open Data,eHealth Ireland,open,Central government,,,IE,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",EN,,,,,
https://datacity.jerusalem.muni.il,datacityjerusalemmuniil,The Data City-Jerusalem,City of Jerusalem,open,Local government,,,IL,dataset,,Open data portal,active,active,TRUE,,,,https://www.jerusalem.muni.il,"government,has_api",HE,,,,,
https://data.gov.il,datagovil,Data Gov Il,Government of Israel,open,Central government,,,IL,dataset,,Open data portal,active,active,TRUE,,,,https://www.gov.il,"government,has_api",EN,,,,,
https://opendata.br7.org.il,opendatabr7orgil,???? ??? ???,,open,Civil society,,,IL,dataset,,Open data portal,active,active,TRUE,,,,,has_api,HE,,,,,
https://datasets.fieldsofview.in,datasetsfieldsofviewin,Fields of View Data Repository,,open,Civil society,,,IN,dataset,,Open data portal,active,active,TRUE,,,,,has_api,EN,,,,,
https://iranopendata.org,iranopendataorg,iranopendata.org,,open,Civil society,,,IR,dataset,,Open data portal,active,active,TRUE,,,,,has_api,"IR,EN",,,,,
https://opingogn.is,opingognis,Opin gögn,Digital Iceland,open,Central government,,,IS,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",IS,,,,,
http://daten.buergernetz.bz.it,datenbuergernetzbzit,Open Data Portal South Tyrol,City South Tyrol,open,Local government,,,IT,dataset,,Open data portal,active,active,TRUE,,,,,has_api,IT,,,,,
https://dati.anticorruzione.it,datianticorruzioneit,Portale dei dati aperti dell’Autorità Nazionale Anticorruzione,Autorità Nazionale Anticorruzione,open,Central government,,,IT,dataset,,Open data portal,active,active,TRUE,,,,https://www.anticorruzione.it,"government,has_api",IT,,,,,
https://dati.comune.matera.it,daticomunematerait,OpenData Matera,Comune di Matera,open,Local government,,,IT,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",IT,,,,,
https://dati.comune.milano.it,daticomunemilanoit,OpenData Milano,Comune di Milano,open,Local government,,,IT,dataset,,Open data portal,active,active,TRUE,,,,https://www.comune.milano.it,"government,has_api",IT,,,,,
https://dati.gov.it,datigovit,dati.gov.it i dati aperti della pubblica amministrazione,Agenzia per l Italia digitale,open,Central government,,,IT,dataset,,Open data portal,active,active,TRUE,,,,https://www.agid.gov.it,"government,has_api",IT,,,,,
https://dati.lazio.it,datilazioit,Regione Lazio Open Data,Government of Regione Lazio,open,Regional government,,,IT,dataset,,Open data portal,active,active,TRUE,,,,https://www.lazio.it,"government,has_api",IT,,,,,
https://dati.mit.gov.it,datimitgovit,Open Data - Ministero delle infrastrutture e dei trasporti,Ministero delle infrastrutture e dei trasporti,open,Central government,,,IT,dataset,,Open data portal,active,active,TRUE,,,,https://www.mit.gov.it,"government,has_api",IT,,,,,
http://dati.provincia.pistoia.it,datiprovinciapistoiait,dati.gov.it i dati aperti della pubblica amministrazione,Provincia di Pistoia,open,Regional government,,,IT,dataset,,Open data portal,active,active,TRUE,,,,https://www.provincia.pistoia.it,"government,has_api",IT,,,,,
https://dati.puglia.it,datipugliait,Regione Puglia Open Data,Government of Regione Puglia,open,Regional government,,,IT,dataset,,Open data portal,active,active,TRUE,,,,https://www.puglia.it,"government,has_api",IT,,,,,
https://dati.regione.sicilia.it,datiregionesiciliait,Open Data Regione Siciliana,Regione Siciliana,open,Regional government,,,IT,dataset,,Open data portal,active,active,TRUE,,,,https://www.regione.sicilia.it,"government,has_api",IT,,,,,
https://dati.trentino.it,datitrentinoit,Dati Trentino,,open,Local government,,,IT,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",IT,,,,,
https://dati.unionevallesavio.it,datiunionevallesavioit,Unione dei Comuni Valle del Savio Data catalog,Unione dei Comuni Valle del Savio,open,Local government,,,IT,dataset,,Open data portal,active,active,TRUE,,,,https://www.unionevallesavio.it,"government,has_api",IT,,,,,
https://indicepa.gov.it/ipa-dati,indicepagovit,Opendata IPA,Agenzia per l Itale Digitale,open,Central government,,,IT,dataset,,Open data portal,active,active,TRUE,,,,https://www.agid.gov.it,"government,has_api",IT,,,,,
https://opendata.comune.bari.it,opendatacomunebariit,Opendata Comune di Bari,Comune di Bari,open,Local government,,,IT,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",IT,,,,,
https://opendata.comune.fano.pu.it,opendatacomunefanopuit,Opendata Comune di Fano,Comune di Fano,open,Local government,,,IT,dataset,,Open data portal,active,active,TRUE,,,,https://www.fano.pu.it,"government,has_api",IT,,,,,
https://opendata.comune.parma.it,opendatacomuneparmait,Opendata del Comune di Parma,Comune di Parma,open,Local government,,,IT,dataset,,Open data portal,active,active,TRUE,,,,https://www.comune.parma.it,"government,has_api",IT,,,,,
https://opendata.euroinfosicilia.it,opendataeuroinfosiciliait,OpenData EuroInfoSicilia,OpenData EuroInfoSicilia,open,Local government,,,IT,dataset,,Open data portal,active,active,TRUE,,,,,has_api,IT,,,,,
http://opendata.regione.sardegna.it,opendataregionesardegnait,OpenData Sardegna,Regione di Sardegna,open,Regional government,,,IT,dataset,,Open data portal,active,active,TRUE,,,,https://www.regione.sardegna.it,"government,has_api",IT,,,,,
https://rciims.mona.uwi.edu,rciimsmonauwiedu,The Regional Coastal Integrated Information Management System (RCIIMS),The University of the West Indies,open,Academy,,,JM,dataset,,Scientific data repository,active,active,TRUE,,,,https://www.uwi.edu,"government,has_api",EN,,,,,
https://madih.hu.edu.jo,madihhuedujo,MaDiH statistics,The Hashemite University,open,Academy,,,JO,dataset,,Open data portal,active,active,TRUE,,,,https://www.hu.edu.jo,"government,has_api",AR,,,,,
https://ckan.pref.shizuoka.jp,ckanprefshizuokajp,Open Data Catalog Shizuoka,Prefectura Shizuoka,open,Regional government,,,JP,dataset,,Open data portal,active,active,TRUE,,,,https://shizuoka.jp,"government,has_api",JA,,,,,
https://data.city.mihara.hiroshima.jp,datacitymiharahiroshimajp,Mihara City Open Data Portal,Mihara City,open,Local government,,,JP,dataset,,Open data portal,active,active,TRUE,,,,http://www.city.mihara.hiroshima.jp,"government,has_api",JA,,,,,
https://data.city.osaka.lg.jp,datacityosakalgjp,Open Data Osaka,City of Osaka,open,Local government,,,JP,dataset,,Open data portal,active,active,TRUE,,,,https://city.osaka.lg.jp,"government,has_api",JA,,,,,
https://data.city.tendo.yamagata.jp,datacitytendoyamagatajp,Tendo City open data,Tendo City,open,Local government,,,JP,dataset,,Open data portal,active,active,TRUE,,,,https://www.tendo.yamagata.jp,"government,has_api",JA,,,,,
https://data.city.utsunomiya.tochigi.jp,datacityutsunomiyatochigijp,Utsunomiya City Open Data Portal,Utsunomiya City,open,Local government,,,JP,dataset,,Open data portal,active,active,TRUE,,,,http://www.city.utsunomiya.tochigi.jp,"government,has_api",JA,,,,,
https://data.e-gov.go.jp,dataegovgojp,Japan e-gov data portal,Japan Digital Agency,open,Central government,,,JP,dataset,,Open data portal,active,active,TRUE,,,,https://e-gov.go.jp,"government,has_api",EN,,,,,
https://data.env.go.jp,dataenvgojp,???????????,,open,Central government,,,JP,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",JA,,,,,
https://portal.data.metro.tokyo.lg.jp,datametrotokyolgjp,Tokyo open data,Tokyo Metropolitan Government,open,Regional government,,,JP,dataset,,Open data portal,active,active,TRUE,,,,https://www.metro.tokyo.lg.jp,"government,has_api",JA,,,,,
https://opendata.lisra.jp,opendatalisrajp,opendata Lisra,,open,Academy,,,JP,dataset,,Open data portal,active,active,TRUE,,,,,has_api,JA,,,,,
https://opendata.pref.akita.lg.jp,opendataprefakitalgjp,Akita prefecture open data,Akita prefecture,open,Regional government,,,JP,dataset,,Open data portal,active,active,TRUE,,,,https://www.pref.akita.lg.jp,"government,has_api",JA,,,,,
https://www1.city.tamba.lg.jp,www1citytambalgjp,Tamba City Open Data Public Site,Tamba City,open,Local government,,,JP,dataset,,Open data portal,active,active,TRUE,,,,http://www.tamba.lg.jp,"government,has_api",JA,,,,,
http://kilimodata.developlocal.org,kilimodatadeveloplocalorg,"Ministry of Agriculture, Livestock and Fisheries in the Republic of Kenya data catalog","Ministry of Agriculture, Livestock and Fisheries in the Republic of Kenya",open,Central government,,,KE,dataset,,Open data portal,active,active,TRUE,,,,https://www.kilimo.go.ke,"government,has_api",EN,,,,,
http://data.nsdi.go.kr,datansdigokr,Korea National Spatial Data Infrastructure Portal,Korea Land and Geospatial Information Corporation/,open,Central government,,,KR,dataset,,Open data portal,active,active,TRUE,,,,https://nsdi.go.kr,"government,has_api","EN,KR",,,,,
https://dataurbe.appcivico.com,dataurbeappcivicocom,Dataurbe,,open,Civil society,,,LatinAmerica,dataset,,Open data portal,active,active,TRUE,,,,,has_api,PT,,,,,
https://data.health.gov.lk,datahealthgovlk,Open Data Portal Ministry of Health Sri Lanka,inistry of Health Sri Lanka,open,Business,,,LK,dataset,,Open data portal,uncertain,active,,,,,https://www.health.gov.lk,government,EN,,,,,
https://data.gov.lt,datagovlt,Lietuvos atvir? duomen? portalas,IVPK Information Society Development Committee Budgetary institution,open,Central government,,,LT,dataset,,Open data portal,active,active,TRUE,,,,https://www.gov.lt,"government,has_api",LT,,,,,
https://opendata.vilnius.lt,opendatavilniuslt,Vilnus Open Data Portal,IVPK Information Society Development Committee Budgetary institution,open,Regional government,,,LT,dataset,,Open data portal,active,active,TRUE,,,,https://www.vilnus.lt,"government,has_api",LT,,,,,
https://rinkiniai.lietuvosfinansai.lt,rinkiniailietuvosfinansailt,OPEN FINANCES OF LITHUANIA data portal,The Ministry of Finance of the Republic of Lithuania,open,Central government,,,LT,dataset,,Open data portal,active,active,TRUE,,,,https://www.lietuvosfinansai.lt,"government,has_api",LT,,,,,
https://www.data.gov.ma,wwwdatagovma,Portail Open Data - Données ouvertes du Maroc,Government of Morocco,open,Central government,,,MA,dataset,,Open data portal,active,active,TRUE,,,,https://www.gov.ma,"government,has_api",FR,,,,,
https://data.gov.md,datagovmd,Portalul Guvernamental al Datelor Deschise,Guvernul Republicii Moldova,open,Central government,,,MD,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api","RO,EN,RU",,,,,
https://data.gov.mk,datagovmk,datagovmk,,open,Central government,,,MK,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",MK,,,,,
https://edu.mrpam.gov.mn,edumrpamgovmn,SESMIM Knowledge Portal,Ministry of Mining and Heavy Industry Mongolia,open,Central government,,,MN,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",MN,,,,,
https://opendata.gov.mn,opendatagovmn,OpenData.mn,,open,Central government,,,MN,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",MN,,,,,
https://portal.igg.ac.mn,portaliggacmn,IGG Knowledge Portal,,open,Academy,,,MN,dataset,,Open data portal,active,active,TRUE,,,,,has_api,MN,,,,,
https://data.gov.my,datagovmy,Portal Data Terbuka Malaysia,Government of Malaysia,open,Central government,,,MY,dataset,,Open data portal,deprecated,active,TRUE,,,,https://www.gov.my,"government,has_api",MS,,,,,
https://data.sarawak.gov.my,datasarawakgovmy,The official portal of Sarawak data,Sarawak State,open,Regional government,,,MY,dataset,,Open data portal,active,active,TRUE,,,,https://www.sarawak.gov.my,"government,has_api",MS,,,,,
https://data.overheid.nl,dataoverheidnl,data.overheid.nl,,open,Central government,,,NL,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",EN,,,,,
https://opendata.picturae.com,opendatapicturaecom,Picturae Opendata,,open,Business,,,NL,dataset,,Open data portal,active,active,TRUE,,,,,has_api,NL,,,,,
https://opendata.vlaanderen.be,opendatavlaanderenbe,The Flemish Open Data Portal,Flemish government,open,Regional government,,,NL,dataset,,Open data portal,deprecated,active,TRUE,,,,,"government,has_api",NL,,,,,
https://rotterdamopendata.nl,rotterdamopendatanl,Rotterdam Open Data,,open,Local government,,,NL,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",NL,,,,,
https://epos-msl.uu.nl,eposmsluunl,EPOS Multi-Scale Labs data catalogue,Utrecht University,open,Academy,,,NL,dataset,,Scientific data repository,active,active,TRUE,,,,https://www.uu.nl,"government,has_api",EN,,,,,
https://data.coat.no,datacoatno,COAT Data Portal,,open,Academy,,,NO,dataset,,Open data portal,active,active,TRUE,,,,,has_api,EN,,,,,
https://geodata.nzpam.govt.nz,geodatanzpamgovtnz,New Zealand geoscience geodata catalogue,New Zealand Petroleum & Minerals,open,Central government,,,NZ,"dataset,map_layer",,Geoportal,active,active,TRUE,,,,https://www.mbie.govt.nz,"government,has_api",EN,,,,,
https://pacificdata.org,pacificdataorg,Pacific Data Hub,Pacific Community (SPC),open,International,,,Oceania,dataset,,Open data portal,active,active,TRUE,,,,https://spc.int,has_api,EN,,,,,
https://datosabiertos.mef.gob.pe,datosabiertosmefgobpe,Datos Abiertos del Ministerio de Economía y Finanzas Peru,Ministerio de Economía y Finanzas Peru,open,Central government,,,PE,dataset,,Open data portal,active,active,TRUE,,,,https://www.mef.gob.pe,"government,has_api",ES,,,,,
https://opendata.kp.gov.pk,opendatakpgovpk,Khyber Pakhtunkhwa Open Data Portal!,Government of Khyber Pakhtunkhwa,open,Regional government,,,PK,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",EN,,,,,
http://catalogue.simocean.pt,cataloguesimoceanpt,SIMOcean Catalogue,Portuguese Sea and Atmosphere,open,Academy,,,PT,dataset,,Open data portal,active,active,TRUE,,,,http://www.ipma.pt,has_api,EN,,,,,
https://dadosabertos.cascais.pt,dadosabertoscascaispt,Cascais open data portal,Cascais City Council,open,Local government,,,PT,dataset,,Open data portal,active,active,TRUE,,,,https://www.cascais.pt,"government,has_api",PT,,,,,
https://dadosdesertificacao.pt,dadosdesertificacaopt,Open Data Portal of the National Desertification Observatory,National Desertification Observatory (OND),open,Academy,,,PT,dataset,,Open data portal,active,active,TRUE,,,,https://desertificacao.pt,has_api,EN,,,,,
https://opendata.azores.gov.pt,opendataazoresgovpt,Dados Abertos - Governo dos Açores,Governo dos Açores,open,Regional government,,,PT,dataset,,Open data portal,active,active,TRUE,,,,https://www.cm-agueda.pt,"government,has_api",PT,,,,,
https://rdm.inesctec.pt,rdminesctecpt,INESC TEC research data repository,INESC TEC,open,Academy,,,PT,dataset,,Open data portal,active,active,TRUE,,,,https://insectec.pt,has_api,EN,,,,,
http://ruraldados.pt,ruraldadospt,Rural Data (Portugal),National Desertification Observatory (OND),open,Academy,,,PT,dataset,,Open data portal,active,active,TRUE,,,,https://desertificacao.pt,has_api,EN,,,,,
http://128.199.41.97:5000,viseudaolafoesopendata,Portal de Dados Abertos Viseu Dão Lafões,Viseu Dão Lafões,open,Regional government,,,PT,dataset,,Open data portal,active,active,TRUE,,,,https://www.cimvdl.pt,"government,has_api",PT,,,,,
https://data.gov.ro,datagovro,Data.gov.ro Romanian open data portal,Government of Romania,open,Central government,,,RO,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",RO,,,,,
https://data.openpolice.ru,dataopenpoliceru,???????? ?????? ???????,,open,Civil society,,,RU,dataset,,Open data portal,active,active,TRUE,,,,,has_api,RU,,,,,
https://data.sgm.ru,datasgmru,?????? ???????? ?????? ??? ???,,open,Academy,,,RU,dataset,,Open data portal,active,active,TRUE,,,,,has_api,RU,,,,,
http://opendata.city.tambov.gov.ru/,opendatacitytambovgovru,Data portal of the Tambov city administration,Tambov city administration,open,Local government,,,RU,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",RU,,,,,
https://od.data.gov.sa,oddatagovsa,Saudi Open Data,,open,Central government,,,SA,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api","AR,EN",,,,,
https://data.gov.sg,datagovsg,Data.gov.sg Open Data Singapore,Government of Singapore,open,Central government,,,SG,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",EN,,,,,
https://data.gov.sk,datagovsk,Slovak Republic Open Data Portal,Národná agentúra pre sie?ové a elektronické služby (NASES),open,Central government,,,SK,dataset,,Open data portal,active,active,TRUE,,,,https://www.nases.gov.sk,"government,has_api",SK,,,,,
https://catalog.dasta.or.th,catalogdastaorth,Designated Areas for Sustainable Tourism Administration accounting system,Designated Areas for Sustainable Tourism Administration (Public Organization),open,Central government,,,TH,dataset,,Open data portal,active,active,,,,,https://www.dasta.or.th,government,TH,,,,,
https://catalog.dmh.go.th,catalogdmhgoth,DMH Data catalog,Departement of Mentral health (Thailand),open,Central government,,,TH,dataset,,Open data portal,active,active,,,,,https://www.dmh.go.th,government,TH,,,,,
https://catalog.dnp.go.th,catalogdnpgoth,"Department of National Parks, Wildlife and Plant Conservation data catalog","Department of National Parks, Wildlife and Plant Conservation (Thailand)",open,Central government,,,TH,dataset,,Open data portal,active,active,,,,,https://www.dnp.go.th,government,TH,,,,,
https://catalog.fpo.go.th,catalogfpogoth,Data catalog system Fiscal Policy Office,Fiscal Policy Office (Thailand),open,Central government,,,TH,dataset,,Open data portal,active,active,,,,,https://www.fpo.go.th,government,TH,,,,,
https://catalog.ocsc.go.th,catalogocscgoth,"Data accounting system, Office of the Civil Service Commission (Thailand)",Office of the Civil Service Commission (Thailand),open,Central government,,,TH,dataset,,Open data portal,active,active,,,,,https://www.ocsc.go.th,government,TH,,,,,
https://ckan.pdmo.go.th,ckanpdmogoth,PDMO data catalog (Thailand),Public Debt Management Office (PDMO) (Thailand),open,Central government,,,TH,dataset,,Open data portal,active,active,,,,,https://www.pdmo.go.th,government,TH,,,,,
https://data.forest.go.th,dataforestgoth,Royal Forest Department data catalog,Royal Forest Department (Thailand),open,Central government,,,TH,dataset,,Open data portal,active,active,,,,,https://www.forest.go.th,government,TH,,,,,
https://dataportal.cps.chula.ac.th,dataportalcpschulaacth,Chula ARi Open Data,Chulalongkorn University,open,Academy,,,TH,dataset,,Open data portal,active,active,TRUE,,,,https://www.chula.ac.th,has_api,TH,,,,,
http://dataportal.drr.go.th,dataportaldrrgoth,Department of Rural Roads (Thailand) open data,Department of Rural Roads (Thailand),open,Central government,,,TH,dataset,,Open data portal,active,active,TRUE,,,,https://www.drr.go.th,has_api,TH,,,,,
https://gdcatalog.energy.go.th,gdcatalogenergygoth,"The accounting system Office of the Permanent Secretary, Ministry of Energy",Ministry of Energy (Thailand),open,Central government,,,TH,dataset,,Open data portal,active,active,,,,,https://www.energy.go.th,government,TH,,,,,
https://lddcatalog.ldd.go.th,lddcataloglddgoth,Department of Land Development Accounting System,Department of Land Developmnet Thailand,open,Central government,,,TH,dataset,,Open data portal,active,active,,,,,https://www.ldd.go.th,government,TH,,,,,
https://nabc-catalog.oae.go.th,nabccatalogoaegoth,National Agricultural Big Data Center,National Agricultural Information Center Office of Agricultural Economics Ministry of Agriculture and Cooperatives (Thailand),open,Central government,,,TH,dataset,,Open data portal,active,active,,,,,https://www.oae.go.th,government,TH,,,,,
http://opendata.alro.go.th,opendataalrogoth,Agricultural land reform office open data (Thailand),Agricultural land reform office (Thailand),open,Central government,,,TH,dataset,,Open data portal,active,active,,,,,https://www.alro.go.th,government,TH,,,,,
https://opendata.dmcr.go.th,opendatadmcrgoth,Department of Marine and Coastal Resources Data disclosure system,Department of Marine and Coastal Resources (Thailand),open,Central government,,,TH,dataset,,Open data portal,active,active,,,,,https://www.dmcr.go.th,government,TH,,,,,
https://opendata.dsd.go.th,opendatadsdgoth,Department of Skill Development data catalog,Department of Skill Development (Thailand),open,Central government,,,TH,dataset,,Open data portal,active,active,,,,,https://www.dsd.go.th,government,TH,,,,,
https://opendata.onde.go.th,opendataondegoth,Office of the National Digital Economy and Society Commission open data,Office of the National Digital Economy and Society Commission,open,Central government,,,TH,dataset,,Open data portal,active,active,,,,,https://www.onde.go.th,government,TH,,,,,
https://opendata.onwr.go.th,opendataonwrgoth,National Water Resources Office data catalog (Thailand),National Water Resources Office (Thailand),open,Central government,,,TH,dataset,,Open data portal,active,active,,,,,https://www.onwr.go.th,government,TH,,,,,
https://ckan.ino.nectec.or.th,ckaninonectecorth,The NECTEC Data HUB,National Electronics and Computer Technology Center (NECTEC),open,Academy,,,TH,dataset,,Scientific data repository,active,active,TRUE,,,,https://www.nectec.or.th,"government,has_api","EN,TH",,,,,
https://agridata.tn,agridatatn,AgriDATA,"Ministère de l'Agriculture, des Ressources Hydrauliques et de la Pêche",open,Central government,,,TN,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",FR,,,,,
https://catalog.industrie.gov.tn,catalogindustriegovtn,Industrie Open Data,,open,Central government,,,TN,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",FR,,,,,
https://data.transport.tn,datatransporttn,Tunisian Open Data Transport,,open,Central government,,,TN,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",FR,,,,,
https://openbaladiati.tn,openbaladiatitn,Portail des données ouvertes des Municipalités,,open,Local government,,,TN,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api","AR,FR",,,,,
https://www.openculture.gov.tn,wwwopenculturegovtn,Open Culture,Ministry of Cultural Affairs Tunis,open,Central government,,,TN,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",FR,,,,,
https://bmckan.cpami.gov.tw,bmckancpamigovtw,Ministry of Interior of the Republic of China open data,Ministry of Interior of the Republic of China,open,Central government,,,TW,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",zh_TW,,,,,
https://data.cdc.gov.tw,datacdcgovtw,Taiwan CDC Open Data Portal,"Center for Diseases Control, Ministry of Health and Welfare",open,Central government,,,TW,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",zh_TW,,,,,
https://data.odw.tw,dataodwtw,Open Data Web Taiwan Linked Open Data Platform,Institute of Information Science,open,Academy,,,TW,dataset,,Open data portal,active,active,TRUE,,,,,has_api,EN,,,,,
https://opendata.e-land.gov.tw,opendataelandgovtw,Yilan County Government open data,Yilan County Government,open,Local government,,,TW,dataset,,Open data portal,active,active,TRUE,,,,,"government,has_api",zh_TW,,,,,
http://taijiang.tw,taijiangtw,Taijiang Research Data Repository,Academia Sinica,open,Academy,,,TW,dataset,,Open data portal,active,active,TRUE,,,,,has_api,zh_TW,,,,,
https://data-gov-ua.org,datagovuaorg,DataGovUa - ??????????? ??????,,open,Civil society,,,UA,dataset,,Open data portal,active,active,TRUE,,,,,has_api,EN,,,,,
